,ibu,style
42039,35.0,Red Ale / Intl Amber Ale
42040,32.0,Scotch Ale / Wee Heavy
42041,24.0,Porter
42042,35.0,Red Ale / Intl Amber Ale
42043,55.0,ISA - Session IPA
42044,22.0,Witbier / Belgian White Ale
42045,74.0,IPA
42046,50.0,Witbier / Belgian White Ale
42047,43.0,Pale Ale - American / APA
42048,25.0,Bock - Dunkler Bock
42049,48.0,Porter
42050,21.0,Red Ale / Intl Amber Ale
42051,36.0,Stout - Milk / Sweet
42052,100.0,IIPA - Imperial / Double IPA
42053,70.0,IPA
42054,70.0,IPA
42055,25.0,Red Ale - Irish
42056,55.0,IPA - Hazy / NEIPA
42057,55.0,IPA - Hazy / NEIPA
42058,55.0,Radler / Shandy
42059,26.0,Pilsener / Pils / Pilsner
42060,20.0,Wheat Ale
42061,70.0,IPA
42062,15.0,Witbier / Belgian White Ale
42063,14.0,Kölsch / Kölsch-Style
42064,25.0,IPA - Hazy / NEIPA
42065,80.0,IPA - Black/Brown/Cascadian Dark
42066,40.0,IIPA - Imperial Hazy / NEIPA
42067,11.0,Cream Ale
42068,47.0,IPA
42069,52.0,IPA
42070,15.0,Porter
42071,15.0,Kölsch / Kölsch-Style
42072,35.0,IPA
42073,25.0,Flavored - Other
42074,60.0,IIPA - Imperial / Double IPA
42075,40.0,IIPA - Imperial Hazy / NEIPA
42076,42.0,Kölsch / Kölsch-Style
42077,18.0,Red Ale - Irish
42078,18.0,Dubbel
42079,40.0,Pale Ale - American / APA
42080,55.0,IPA
42081,41.0,Red Ale / Intl Amber Ale
42082,49.0,Wheat Ale
42083,41.0,IPA
42084,76.0,Stout - Imperial
42085,61.0,Pale Ale - American / APA
42086,34.0,Saison / Farmhouse / Grisette
42087,23.0,Blonde Ale / Golden Ale
42088,23.0,Flavored - Other
42089,32.0,ISA - Session IPA
42090,64.0,IPA - Hazy / NEIPA
42091,56.0,IPA
42092,26.0,Brown Ale
42093,25.0,Scotch Ale / Wee Heavy
42094,40.0,Blonde Ale / Golden Ale
42095,50.0,IPA - Hazy / NEIPA
42096,15.0,Wheat Ale
42097,15.0,Pale Lager - North Am. / Light
42098,70.0,IPA
42099,40.0,Stout - Dry
42100,70.0,BarleyWine / WheatWine / RyeWine
42101,40.0,Pilsener / Pils / Pilsner
42102,20.0,Belgian Ale - Pale / Golden
42103,39.0,Saison / Farmhouse / Grisette
42104,25.0,Bière de Garde / de Mars
42105,90.0,IIPA - Imperial / Double IPA
42106,60.0,Stout - Imperial Flavored
42107,17.0,Porter
42108,35.0,IIPA - Imperial / Double IPA
42109,20.0,Stout - Flavored
42110,40.0,IPA
42111,62.0,IPA - Black/Brown/Cascadian Dark
42112,22.0,Saison/Farmhouse - Flavored
42113,10.0,Gose - Flavored
42114,17.0,Flavored - Fruit
42115,17.0,Blonde Ale / Golden Ale
42116,90.0,IPA - Black/Brown/Cascadian Dark
42117,77.0,IPA
42118,55.0,Pale Ale - American / APA
42119,17.0,Blonde Ale / Golden Ale
42120,46.0,Porter - Imperial
42121,55.0,Flavored - Other
42122,55.0,Wheat Ale
42123,80.0,IPA
42124,17.0,Flavored - Other
42125,85.0,IPA
42126,26.0,Märzen / Oktoberfest Bier
42127,71.0,IPA
42128,28.0,Brown Ale
42129,45.0,ISA - Session IPA
42130,37.0,Porter
42131,23.0,Stout - Milk / Sweet
42132,30.0,Stout - Milk / Sweet
42133,19.0,Blonde Ale / Golden Ale
42134,28.0,Flavored - Other
42135,115.0,IIPA - Imperial / Double IPA
42136,57.0,Stout - Imperial
42137,40.0,Smoked - Other
42138,21.0,Traditional Ale - Other
42139,32.0,Specialty Grain - Other
42140,83.0,IPA
42141,18.0,Witbier / Belgian White Ale
42142,28.0,Brown Ale
42143,89.0,Strong Ale - American
42144,36.0,Saison / Farmhouse / Grisette
42145,110.0,IIPA - Imperial / Double IPA
42146,25.0,Gose
42147,28.0,Pale Ale - American / APA
42148,20.0,Helles / Dortmunder Export
42149,19.0,Belgian Ale - Strong Pale
42150,51.0,Stout - Imperial
42151,24.0,Strong Ale - American
42152,107.0,BarleyWine / WheatWine / RyeWine
42153,56.0,Strong Ale - American
42154,107.0,BarleyWine / WheatWine / RyeWine
42155,71.0,IPA
42156,23.0,Scotch Ale / Wee Heavy
42157,32.0,Bitter - Premium / Strong / ESB
42158,32.0,Bitter - Premium / Strong / ESB
42159,17.0,Wheat Ale
42160,13.0,Flavored - Other
42161,52.0,Strong Ale - American
42162,105.0,IIPA - Imperial / Double IPA
42163,17.0,Schwarzbier / Black Lager
42164,3.0,Weissbier - Hefeweizen
42165,80.0,IPA
42166,71.0,IPA
42167,71.0,IPA
42168,22.0,Stout
42169,14.0,Flavored - Other
42170,72.0,IPA
42171,120.0,IIPA - Imperial / Double IPA
42172,13.0,BarleyWine / WheatWine / RyeWine
42173,50.0,Strong Ale - American
42174,23.0,Scotch Ale / Wee Heavy
42175,72.0,IPA
42176,66.0,IPA
42177,27.0,Pale Ale - American / APA
42178,24.0,Belgian Ale - Strong Pale
42179,19.0,Red Ale - Irish
42180,14.0,Porter
42181,32.0,Bitter - Premium / Strong / ESB
42182,42.0,Dubbel
42183,14.0,Scottish Ale
42184,31.0,Belgian Ale - Strong Pale
42185,15.0,Mild Ale
42186,65.0,Strong Ale - American
42187,14.0,Scottish Ale
42188,22.0,Stout - Milk / Sweet
42189,27.0,Pale Ale - English
42190,15.0,Pilsener / Pils / Pilsner
42191,31.0,Belgian Ale - Strong Pale
42192,3.0,Flavored - Fruit
42193,70.0,IPA - Rye
42194,60.0,ISA - Session IPA
42195,49.0,Stout - Imperial
42196,65.0,Pilsener - Imperial
42197,84.0,IIPA - Imperial / Double IPA
42198,43.0,Porter - Imperial
42199,24.0,Bock - Weizenbock
42200,11.0,Wheat Ale
42201,22.0,Saison / Farmhouse / Grisette
42202,19.0,Blonde Ale / Golden Ale
42203,19.0,Blonde Ale / Golden Ale
42204,23.0,Brown Ale
42205,26.0,Dark Lager - Dunkel / Tmavý
42206,29.0,Stout - Milk / Sweet
42207,12.0,Pale Lager - North Am. / Light
42208,70.0,IPA - Rye
42209,90.0,IIPA - Imperial / Double IPA
42210,20.0,IPA - Hazy / NEIPA
42211,47.0,Pale Ale - American / APA
42212,21.0,Wheat Ale
42213,16.0,Blonde Ale / Golden Ale
42214,16.0,Flavored - Fruit
42215,23.0,Kölsch / Kölsch-Style
42216,28.0,Porter
42217,36.0,Pale Ale - American / APA
42218,16.0,Wheat Ale
42219,20.0,ISA - Session IPA
42220,27.0,Stout
42221,47.0,Strong Ale - American
42222,48.0,Pale Ale - American / APA
42223,67.0,IPA
42224,6.0,Sour / Wild Beer
42225,68.0,IPA
42226,32.0,Brown Ale
42227,24.0,Dubbel
42228,47.0,Pale Ale - American / APA
42229,39.0,IPA
42230,21.0,Bock - Dunkler Bock
42231,48.0,Stout - Imperial
42232,35.0,Stout - Milk / Sweet
42233,27.0,Brown Ale
42234,18.0,Mild Ale
42235,45.0,Stout - Imperial
42236,20.0,Brown Ale
42237,65.0,IPA
42238,17.0,Amber Lager - Intl / Vienna
42239,6.0,Sour / Wild Beer
42240,26.0,Brown Ale
42241,32.0,Porter
42242,37.0,Stout - Milk / Sweet
42243,41.0,IPA
42244,39.0,Strong Ale - American
42245,68.0,BarleyWine / WheatWine / RyeWine
42246,72.0,IPA - Black/Brown/Cascadian Dark
42247,47.0,IPA
42248,41.0,IPA
42249,30.0,Quadrupel / Abt
42250,35.0,ISA - Session IPA
42251,11.0,Helles / Dortmunder Export
42252,98.0,IIPA - Imperial / Double IPA
42253,70.0,IPA
42254,10.0,Saison / Farmhouse / Grisette
42255,30.0,Belgian Ale - Pale / Golden
42256,60.0,IPA
42257,25.0,Red Ale - Irish
42258,40.0,Porter
42259,18.0,Weissbier - Hefeweizen
42260,40.0,Pilsener / Pils / Pilsner
42261,40.0,Pilsener / Pils / Pilsner
42262,75.0,Stout - Imperial
42263,30.0,IPA - Hazy / NEIPA
42264,61.0,IPA
42265,33.0,Pilsener / Pils / Pilsner
42266,35.0,IPA - Hazy / NEIPA
42267,35.0,IIPA - Imperial Hazy / NEIPA
42268,69.0,Stout - Imperial
42269,11.0,ISA - Session IPA
42270,60.0,IPA
42271,15.0,Stout - Imperial
42272,25.0,Porter
42273,12.0,Porter
42274,18.0,Old Ale
42275,75.0,IPA
42276,45.0,Pale Ale - American / APA
42277,35.0,Sour / Wild Beer
42278,30.0,Altbier / Sticke Alt
42279,100.0,IIPA - Imperial / Double IPA
42280,110.0,IPA
42281,20.0,Flavored - Other
42282,80.0,IPA - Black/Brown/Cascadian Dark
42283,10.0,Wheat Ale
42284,20.0,Sour / Wild Beer
42285,70.0,IPA
42286,15.0,Sour / Wild Beer
42287,26.0,Porter - Baltic
42288,16.0,Sour / Wild Beer
42289,40.0,Scotch Ale / Wee Heavy
42290,33.0,Smoked - Rauchbier
42291,46.0,Bitter - Premium / Strong / ESB
42292,57.0,ISA - Session IPA
42293,41.0,Pale Ale - American / APA
42294,90.0,IIPA - Imperial / Double IPA
42295,80.0,Stout - Imperial
42296,40.0,IPA - Flavored
42297,100.0,IIPA - Imperial / Double IPA
42298,12.0,Gose - Flavored
42299,29.0,Stout - Milk / Sweet
42300,64.0,IPA
42301,26.0,Zwickelbier/Kellerbier/Landbier
42302,14.0,Weissbier - Dunkelweizen
42303,25.0,Porter - Flavored
42304,86.0,IPA
42305,95.0,IIPA - Imperial / Double IPA
42306,50.0,ISA - Session IPA
42307,90.0,IIPA - Imperial / Double IPA
42308,12.0,Belgian Ale - Pale / Golden
42309,31.0,Stout - Imperial
42310,12.0,Belgian Ale - Pale / Golden
42311,20.0,Red Ale / Intl Amber Ale
42312,88.0,IPA - Flavored
42313,18.0,Flavored - Other
42314,13.0,Weissbier - Hefeweizen
42315,45.0,IPA - Black/Brown/Cascadian Dark
42316,24.0,Belgian Ale - Pale / Golden
42317,26.0,IPA
42318,50.0,Stout - Imperial
42319,59.0,Stout - Imperial Flavored
42320,50.0,Stout - Imperial
42321,30.0,Strong Ale - American
42322,32.0,Old Ale
42323,31.0,Stout - Imperial
42324,23.0,Bière de Garde / de Mars
42325,27.0,Bock - Doppelbock
42326,25.0,Märzen / Oktoberfest Bier
42327,39.0,Red Ale / Intl Amber Ale
42328,25.0,Brown Ale
42329,26.0,Brown Ale
42330,26.0,Brown Ale
42331,32.0,Saison / Farmhouse / Grisette
42332,30.0,Stout - Imperial
42333,35.0,Flavored - Other
42334,22.0,Porter
42335,20.0,Blonde Ale / Golden Ale
42336,23.0,Blonde Ale / Golden Ale
42337,18.0,Blonde Ale / Golden Ale
42338,37.0,Porter
42339,29.0,Blonde Ale / Golden Ale
42340,34.0,Scotch Ale / Wee Heavy
42341,20.0,Flavored - Fruit
42342,20.0,Wheat Ale
42343,51.0,ISA - Session IPA
42344,24.0,Brown Ale
42345,17.0,Amber Lager - Intl / Vienna
42346,20.0,Specialty Grain - Other
42347,61.0,Pale Ale - American / APA
42348,89.0,IPA
42349,65.0,IPA
42350,35.0,Porter
42351,30.0,Tripel
42352,14.0,Weissbier - Hefeweizen
42353,18.0,Mild Ale
42354,22.0,Kölsch / Kölsch-Style
42355,33.0,Porter - Imperial
42356,86.0,IPA
42357,65.0,IPA
42358,25.0,BarleyWine / WheatWine / RyeWine
42359,16.0,Blonde Ale / Golden Ale
42360,12.0,Blonde Ale / Golden Ale
42361,12.0,Blonde Ale / Golden Ale
42362,89.0,IPA
42363,50.0,IPA
42364,17.0,IPA
42365,18.0,Traditional Ale - Other
42366,74.0,IIPA - Imperial / Double IPA
42367,51.0,IPA - Milkshake
42368,58.0,IPA - Milkshake
42369,26.0,IPA - Milkshake
42370,26.0,IPA - Milkshake
42371,58.0,IPA - Milkshake
42372,20.0,Weissbier - Hefeweizen
42373,20.0,Stout - Milk / Sweet
42374,20.0,Stout - Milk / Sweet
42375,20.0,Stout - Milk / Sweet
42376,75.0,IIPA - Imperial / Double IPA
42377,20.0,Stout - Dry
42378,81.0,IPA
42379,23.0,Dubbel
42380,58.0,IPA - Milkshake
42381,25.0,IPA - Hazy / NEIPA
42382,25.0,IPA - Hazy / NEIPA
42383,66.0,IIPA - Imperial / Double IPA
42384,20.0,Wheat Ale
42385,17.0,Wheat Ale
42386,17.0,Wheat Ale
42387,75.0,IIPA - Imperial / Double IPA
42388,60.0,IPA - White
42389,15.0,Witbier / Belgian White Ale
42390,115.0,Belgian Ale - Strong Pale
42391,65.0,IPA - Black/Brown/Cascadian Dark
42392,80.0,IPA
42393,45.0,ISA - Session IPA
42394,28.0,Stout
42395,15.0,Cream Ale
42396,28.0,Flavored - Other
42397,36.0,Pale Ale - American / APA
42398,80.0,IPA - Black/Brown/Cascadian Dark
42399,30.0,Saison / Farmhouse / Grisette
42400,35.0,Belgian Ale - Strong Pale
42401,13.0,Blonde Ale / Golden Ale
42402,25.0,Pale Ale - American / APA
42403,20.0,Dark Lager - Dunkel / Tmavý
42404,15.0,Bock- Heller Bock / Maibock
42405,54.0,Scotch Ale / Wee Heavy
42406,90.0,IPA - Black/Brown/Cascadian Dark
42407,10.0,Weissbier - Hefeweizen
42408,15.0,Kölsch / Kölsch-Style
42409,64.0,Porter
42410,64.0,IPA
42411,35.0,Pale Ale - American / APA
42412,27.0,Bock - Doppelbock
42413,120.0,IIPA - Imperial / Double IPA
42414,20.0,Bock - Doppelbock
42415,17.0,Saison / Farmhouse / Grisette
42416,45.0,Pale Ale - American / APA
42417,20.0,Saison / Farmhouse / Grisette
42418,34.0,Blonde Ale / Golden Ale
42419,22.0,Flavored - Other
42420,15.0,Saison / Farmhouse / Grisette
42421,30.0,Saison / Farmhouse / Grisette
42422,43.0,Bitter - Premium / Strong / ESB
42423,15.0,Red Ale / Intl Amber Ale
42424,15.0,Belgian Ale - Strong Pale
42425,65.0,Stout - Imperial
42426,42.0,Stout - Dry
42427,15.0,Kölsch / Kölsch-Style
42428,70.0,IPA
42429,18.0,Pilsener / Pils / Pilsner
42430,70.0,IPA
42431,31.0,Scotch Ale / Wee Heavy
42432,14.0,Saison / Farmhouse / Grisette
42433,30.0,Saison / Farmhouse / Grisette
42434,42.0,Brown Ale
42435,83.0,Stout - Imperial
42436,70.0,IPA
42437,101.0,IIPA - Imperial / Double IPA
42438,17.0,Cream Ale
42439,65.0,Blonde Ale / Golden Ale
42440,19.0,Pale Lager - North Am. / Light
42441,28.0,Kölsch / Kölsch-Style
42442,28.0,Red Ale - Irish
42443,69.0,Stout - Imperial
42444,11.0,Witbier / Belgian White Ale
42445,22.0,Bitter - Premium / Strong / ESB
42446,45.0,Stout - Dry
42447,16.0,Scottish Ale
42448,44.0,Stout - Oatmeal
42449,55.0,Pale Ale - American / APA
42450,20.0,Helles / Dortmunder Export
42451,95.0,IIPA - Imperial / Double IPA
42452,20.0,Blonde Ale / Golden Ale
42453,19.0,Wheat Ale
42454,37.0,Pale Ale - American / APA
42455,45.0,Pale Ale - American / APA
42456,38.0,Pale Ale - English
42457,50.0,BarleyWine / WheatWine / RyeWine
42458,60.0,Specialty Grain - Other
42459,108.0,IPA
42460,24.0,Stout - Dry
42461,17.0,Wheat Ale
42462,10.0,Stout
42463,9.0,Flavored - Fruit
42464,107.0,IPA - Black/Brown/Cascadian Dark
42465,65.0,IPA
42466,31.0,Pilsener - Imperial
42467,22.0,Flavored - Fruit
42468,25.0,Schwarzbier / Black Lager
42469,29.0,Wheat Ale
42470,22.0,Flavored - Other
42471,35.0,Wheat Ale
42472,35.0,Wheat Ale
42473,18.0,Flavored - Fruit
42474,27.0,Red Ale / Intl Amber Ale
42475,65.0,BarleyWine / WheatWine / RyeWine
42476,126.0,IIPA - Imperial / Double IPA
42477,65.0,IPA
42478,65.0,IPA
42479,45.0,IPA - Black/Brown/Cascadian Dark
42480,40.0,Pale Ale - American / APA
42481,24.0,Amber Lager - Intl / Vienna
42482,45.0,Specialty Grain - Other
42483,25.0,Witbier / Belgian White Ale
42484,30.0,Old Ale
42485,32.0,Traditional Ale - Other
42486,55.0,IPA
42487,56.0,Stout - Imperial
42488,25.0,Amber Lager - Intl / Vienna
42489,29.0,Red Ale / Intl Amber Ale
42490,70.0,IIPA - Imperial / Double IPA
42491,21.0,Weissbier - Dunkelweizen
42492,40.0,Bitter - Premium / Strong / ESB
42493,28.0,Amber Lager - Intl / Vienna
42494,47.0,IPA
42495,21.0,Märzen / Oktoberfest Bier
42496,15.0,Cream Ale
42497,25.0,Bock- Heller Bock / Maibock
42498,77.0,Stout - Imperial
42499,65.0,Pale Ale - American / APA
42500,18.0,Pale Lager - Intl / Premium
42501,70.0,Stout - Imperial
42502,28.0,Specialty Grain - Other
42503,60.0,IPA
42504,10.0,Weissbier - Hefeweizen
42505,23.0,Schwarzbier / Black Lager
42506,31.0,Pilsener / Pils / Pilsner
42507,34.0,Saison / Farmhouse / Grisette
42508,25.0,Amber Lager - Intl / Vienna
42509,25.0,Amber Lager - Intl / Vienna
42510,32.0,Bitter - Ordinary / Best
42511,28.0,Helles / Dortmunder Export
42512,42.0,Pale Ale - American / APA
42513,45.0,Pale Ale - American / APA
42514,12.0,Flavored - Fruit
42515,22.0,Pale Lager - India / Hoppy
42516,45.0,Stout
42517,55.0,IPA
42518,50.0,Red Ale / Intl Amber Ale
42519,13.0,Scottish Ale
42520,22.0,Pale Lager - Intl / Premium
42521,40.0,Pale Ale - American / APA
42522,25.0,Kölsch / Kölsch-Style
42523,10.0,Flavored - Fruit
42524,25.0,Scotch Ale / Wee Heavy
42525,30.0,Porter
42526,23.0,Stout - Milk / Sweet
42527,40.0,Pilsener / Pils / Pilsner
42528,30.0,Pilsener - Czech / Svetlý
42529,70.0,IPA - Red
42530,36.0,Pale Ale - American / APA
42531,45.0,Pale Ale - American / APA
42532,25.0,Pale Ale - American / APA
42533,28.0,Specialty Grain - Other
42534,21.0,Belgian Ale - Strong Pale
42535,45.0,Porter
42536,30.0,Pilsener / Pils / Pilsner
42537,40.0,Amber Lager - Intl / Vienna
42538,35.0,Mead
42539,17.0,Cream Ale
42540,45.0,IPA
42541,25.0,Bock - Doppelbock
42542,60.0,IPA
42543,80.0,IIPA - Imperial / Double IPA
42544,65.0,IPA
42545,64.0,Pale Ale - American / APA
42546,60.0,IPA
42547,30.0,Pale Ale - American / APA
42548,19.0,Pale Lager - Intl / Premium
42549,22.0,Red Ale / Intl Amber Ale
42550,56.0,Belgian Ale - Strong Pale
42551,20.0,Flavored - Other
42552,90.0,IIPA - Imperial / Double IPA
42553,29.0,Porter
42554,90.0,IIPA - Imperial / Double IPA
42555,15.0,Wheat Ale
42556,15.0,Kölsch / Kölsch-Style
42557,20.0,Saison / Farmhouse / Grisette
42558,51.0,Stout
42559,69.0,IPA
42560,30.0,Pale Ale - American / APA
42561,100.0,BarleyWine / WheatWine / RyeWine
42562,30.0,Porter
42563,24.0,Scottish Ale
42564,85.0,IPA
42565,20.0,Flavored - Fruit
42566,45.0,Tripel
42567,11.0,Cream Ale
42568,34.0,Flavored - Other
42569,90.0,IIPA - Imperial / Double IPA
42570,100.0,IIPA - Imperial / Double IPA
42571,45.0,ISA - Session IPA
42572,20.0,Wheat Ale - India / Hopfenweisse
42573,75.0,IPA
42574,75.0,IPA
42575,75.0,IPA
42576,58.0,IPA
42577,80.0,Belgian Ale - Strong Pale
42578,24.0,Saison / Farmhouse / Grisette
42579,29.0,Pale Ale - American / APA
42580,20.0,Stout - Milk / Sweet
42581,30.0,Saison / Farmhouse / Grisette
42582,30.0,Belgian Ale - Pale / Golden
42583,60.0,Stout - Imperial
42584,60.0,Stout - Imperial
42585,60.0,Stout - Imperial
42586,18.0,Zwickelbier/Kellerbier/Landbier
42587,40.0,Pale Ale - American / APA
42588,75.0,Pale Ale - American / APA
42589,85.0,Strong Ale - American
42590,15.0,Blonde Ale / Golden Ale
42591,15.0,Flavored - Fruit
42592,40.0,Scotch Ale / Wee Heavy
42593,45.0,Stout - Imperial
42594,45.0,Stout
42595,45.0,Stout - Extra / Foreign
42596,15.0,Blonde Ale / Golden Ale
42597,82.0,IIPA - Imperial / Double IPA
42598,65.0,IPA
42599,48.0,Zwickelbier/Kellerbier/Landbier
42600,27.0,Belgian Ale - Pale / Golden
42601,80.0,IIPA - Imperial / Double IPA
42602,80.0,IIPA - Imperial / Double IPA
42603,52.0,IPA
42604,11.0,Pale Lager - Intl / Premium
42605,70.0,IIPA - Imperial / Double IPA
42606,31.0,Tripel
42607,45.0,Pale Lager - North Am. / Light
42608,20.0,Porter
42609,15.0,Blonde Ale / Golden Ale
42610,14.0,Flavored - Other
42611,70.0,Wheat Ale
42612,98.0,IIPA - Imperial / Double IPA
42613,14.0,Flavored - Other
42614,70.0,Wheat Ale
42615,17.0,Porter - Imperial
42616,10.0,Berliner Weisse
42617,19.0,California Common / Steam Beer
42618,55.0,ISA - Session IPA
42619,55.0,ISA - Session IPA
42620,56.0,ISA - Session IPA
42621,11.0,Weissbier - Hefeweizen
42622,24.0,Belgian Ale - Pale / Golden
42623,28.0,Brown Ale
42624,17.0,Witbier / Belgian White Ale
42625,83.0,IPA - Black/Brown/Cascadian Dark
42626,11.0,Pale Lager - Intl / Premium
42627,33.0,Porter
42628,24.0,Specialty Grain - Other
42629,25.0,Amber Lager - Intl / Vienna
42630,35.0,Stout - Dry
42631,20.0,Schwarzbier / Black Lager
42632,29.0,Pilsener / Pils / Pilsner
42633,31.0,Stout - Milk / Sweet
42634,48.0,Pale Ale - American / APA
42635,20.0,Amber Lager - Intl / Vienna
42636,30.0,Mild Ale
42637,19.0,Weissbier - Dunkelweizen
42638,50.0,Stout - Imperial
42639,37.0,Porter
42640,24.0,Porter
42641,18.0,Blonde Ale / Golden Ale
42642,99.0,IIPA - Imperial / Double IPA
42643,20.0,Blonde Ale / Golden Ale
42644,12.0,Cream Ale
42645,28.0,Stout - Milk / Sweet
42646,11.0,Gose
42647,30.0,Red Ale / Intl Amber Ale
42648,30.0,Pilsener / Pils / Pilsner
42649,22.0,Red Ale - Irish
42650,45.0,Porter
42651,37.0,Specialty Grain - Other
42652,65.0,IPA
42653,22.0,Saison / Farmhouse / Grisette
42654,60.0,Stout - Imperial
42655,60.0,IPA
42656,20.0,Scotch Ale / Wee Heavy
42657,36.0,Stout - Milk / Sweet
42658,72.0,IPA
42659,25.0,Kölsch / Kölsch-Style
42660,43.0,Stout
42661,30.0,Stout
42662,24.0,Belgian Ale - Strong Pale
42663,29.0,Belgian Ale - Pale / Golden
42664,63.0,IPA
42665,20.0,Bock - Doppelbock
42666,45.0,Pale Ale - American / APA
42667,52.0,BarleyWine / WheatWine / RyeWine
42668,51.0,Stout
42669,28.0,Stout - Milk / Sweet
42670,72.0,Stout - Imperial
42671,72.0,Stout - Imperial
42672,72.0,Stout - Imperial
42673,72.0,Stout - Imperial
42674,13.0,Blonde Ale / Golden Ale
42675,38.0,Brown Ale
42676,36.0,Stout - Milk / Sweet
42677,60.0,Pale Ale - American / APA
42678,60.0,Stout - Imperial
42679,42.0,Bitter - Premium / Strong / ESB
42680,28.0,Pale Lager - Intl / Premium
42681,12.0,Weissbier - Hefeweizen
42682,18.0,Cream Ale
42683,67.0,IPA
42684,30.0,Stout
42685,39.0,Stout - Milk / Sweet
42686,52.0,BarleyWine / WheatWine / RyeWine
42687,49.0,Stout - Imperial
42688,52.0,BarleyWine / WheatWine / RyeWine
42689,29.0,Brown Ale
42690,51.0,Stout
42691,99.0,IIPA - Imperial / Double IPA
42692,38.0,Pale Ale - American / APA
42693,30.0,Flavored - Other
42694,45.0,Porter
42695,67.0,IPA - Rye
42696,31.0,Red Ale / Intl Amber Ale
42697,38.0,Altbier / Sticke Alt
42698,12.0,Smoked - Rauchbier
42699,75.0,IPA - Black/Brown/Cascadian Dark
42700,45.0,Flavored - Other
42701,20.0,Flavored - Other
42702,25.0,Stout
42703,84.0,IPA
42704,77.0,IPA
42705,20.0,Helles / Dortmunder Export
42706,32.0,Bitter - Premium / Strong / ESB
42707,46.0,Stout - Milk / Sweet
42708,15.0,Sour - Flanders Red / Bruin
42709,80.0,BarleyWine / WheatWine / RyeWine
42710,97.0,IPA - Black/Brown/Cascadian Dark
42711,17.0,Blonde Ale / Golden Ale
42712,20.0,Sour / Wild Beer - Flavored
42713,64.0,IPA - Flavored
42714,30.0,Flavored - Fruit
42715,97.0,IPA - Black/Brown/Cascadian Dark
42716,60.0,IPA
42717,20.0,Märzen / Oktoberfest Bier
42718,50.0,IPA
42719,100.0,IIPA - Imperial / Double IPA
42720,40.0,Red Ale / Intl Amber Ale
42721,18.0,Blonde Ale / Golden Ale
42722,60.0,IPA
42723,18.0,Blonde Ale / Golden Ale
42724,40.0,Pale Ale - American / APA
42725,60.0,IPA
42726,20.0,Stout - Milk / Sweet
42727,30.0,Porter
42728,18.0,Blonde Ale / Golden Ale
42729,90.0,IIPA - Imperial Hazy / NEIPA
42730,35.0,Smoked - Rauchbier
42731,20.0,Wheat Ale
42732,90.0,IIPA - Imperial / Double IPA
42733,18.0,Blonde Ale / Golden Ale
42734,48.0,IPA
42735,40.0,Pale Lager - North Am. / Light
42736,18.0,Specialty Grain - Other
42737,20.0,Porter
42738,80.0,IIPA - Imperial / Double IPA
42739,50.0,IPA
42740,18.0,Märzen / Oktoberfest Bier
42741,40.0,Pale Ale - American / APA
42742,75.0,IIPA - Imperial / Double IPA
42743,25.0,Wheat Ale
42744,33.0,Red Ale / Intl Amber Ale
42745,20.0,Cream Ale
42746,50.0,IPA
42747,20.0,Weissbier - Hefeweizen
42748,39.0,Stout - Milk / Sweet
42749,94.0,Strong Ale - American
42750,48.0,IPA
42751,81.0,Stout - Imperial
42752,32.0,Belgian Ale - Pale / Golden
42753,53.0,Stout - Milk / Sweet
42754,72.0,Stout
42755,33.0,Brown Ale
42756,28.0,Blonde Ale / Golden Ale
42757,40.0,ISA - Session IPA
42758,84.0,IIPA - Imperial / Double IPA
42759,24.0,Flavored - Other
42760,110.0,IIPA - Imperial / Double IPA
42761,64.0,IPA
42762,13.0,Flavored - Fruit
42763,64.0,IPA
42764,40.0,Smoked - Rauchbier
42765,44.0,Kölsch / Kölsch-Style
